1, 3
2, 6
3, 10
4, 15
5, 21
6, 28
7, 36
8, 45
9, 55
10, 66
11, 78
12, 91
13, 105
14, 120
15, 136
16, 153
17, 171
18, 190
19, 210
20, 231
21, 253
22, 276
23, 300
24, 325
25, 351
26, 378
27, 406
28, 435
29, 465
30, 496
31, 528
32, 561
33, 595
34, 630
35, 666
36, 703
37, 741
38, 780
39, 820
40, 861
41, 903
42, 946
43, 990
44, 1035
45, 1081
46, 1128
47, 1176
48, 1225
49, 1275
50, 1326
51, 1378
52, 1431
53, 1485
54, 1540
55, 1596
56, 1653
57, 1711
58, 1770
59, 1830
60, 1891
61, 1953
62, 2016
63, 2080
64, 2145
65, 2211
66, 2278
67, 2346
68, 2415
69, 2485
70, 2556
71, 2628
72, 2701
73, 2775
74, 2850
75, 2926
76, 3003
77, 3081
78, 3160
79, 3240
80, 3321
81, 3403
82, 3486
83, 3570
84, 3655
85, 3741
86, 3828
87, 3916
88, 4005
89, 4095
90, 4186
91, 4278
92, 4371
93, 4465
94, 4560
95, 4656
96, 4753
97, 4851
98, 4950
99, 5050
100, 5151
101, 5253
102, 5356
103, 5460
104, 5565
105, 5671
106, 5778
107, 5886
108, 5995
109, 6105
110, 6216
111, 6328
112, 6441
113, 6555
114, 6670
115, 6786
116, 6903
117, 7021
118, 7140
119, 7260
120, 7381
121, 7503
122, 7626
123, 7750
124, 7875
125, 8001
126, 8128
127, 8256
128, 8385
129, 8515
130, 8646
131, 8778
132, 8911
133, 9045
134, 9180
135, 9316
136, 9453
137, 9591
138, 9730
139, 9870
140, 10011
141, 10153
142, 10296
143, 10440
144, 10585
145, 10731
146, 10878
147, 11026
148, 11175
149, 11325
150, 11476
151, 11628
152, 11781
153, 11935
154, 12090
155, 12246
156, 12403
157, 12561
158, 12720
159, 12880
160, 13041
161, 13203
162, 13366
163, 13530
164, 13695
165, 13861
166, 14028
167, 14196
168, 14365
169, 14535
170, 14706
171, 14878
172, 15051
173, 15225
174, 15400
175, 15576
176, 15753
177, 15931
178, 16110
179, 16290
180, 16471
181, 16653
182, 16836
183, 17020
184, 17205
185, 17391
186, 17578
187, 17766
188, 17955
189, 18145
190, 18336
191, 18528
192, 18721
193, 18915
194, 19110
195, 19306
196, 19503
197, 19701
198, 19900
199, 20100
200, 20301
201, 20503
202, 20706
203, 20910
204, 21115
205, 21321
206, 21528
207, 21736
208, 21945
209, 22155
210, 22366
211, 22578
212, 22791
213, 23005
214, 23220
215, 23436
216, 23653
217, 23871
218, 24090
219, 24310
220, 24531
221, 24753
222, 24976
223, 25200
224, 25425
225, 25651
226, 25878
227, 26106
228, 26335
229, 26565
230, 26796
231, 27028
232, 27261
233, 27495
234, 27730
235, 27966
236, 28203
237, 28441
238, 28680
239, 28920
240, 29161
241, 29403
242, 29646
243, 29890
244, 30135
245, 30381
246, 30628
247, 30876
248, 31125
249, 31375
250, 31626
251, 31878
252, 32131
253, 32385
254, 32640
255, 32896
256, 33153
257, 33411
258, 33670
259, 33930
260, 34191
261, 34453
262, 34716
263, 34980
264, 35245
265, 35511
266, 35778
267, 36046
268, 36315
269, 36585
270, 36856
271, 37128
272, 37401
273, 37675
274, 37950
275, 38226
276, 38503
277, 38781
278, 39060
279, 39340
280, 39621
281, 39903
282, 40186
283, 40470
284, 40755
285, 41041
286, 41328
287, 41616
288, 41905
289, 42195
290, 42486
291, 42778
292, 43071
293, 43365
294, 43660
295, 43956
296, 44253
297, 44551
298, 44850
299, 45150
300, 45451
301, 45753
302, 46056
303, 46360
304, 46665
305, 46971
306, 47278
307, 47586
308, 47895
309, 48205
310, 48516
311, 48828
312, 49141
313, 49455
314, 49770
315, 50086
316, 50403
317, 50721
318, 51040
319, 51360
320, 51681
321, 52003
322, 52326
323, 52650
324, 52975
325, 53301
326, 53628
327, 53956
328, 54285
329, 54615
330, 54946
331, 55278
332, 55611
333, 55945
334, 56280
335, 56616
336, 56953
337, 57291
338, 57630
339, 57970
340, 58311
341, 58653
342, 58996
343, 59340
344, 59685
345, 60031
346, 60378
347, 60726
348, 61075
349, 61425
350, 61776
351, 62128
352, 62481
353, 62835
354, 63190
355, 63546
356, 63903
357, 64261
358, 64620
359, 64980
360, 65341
361, 65703
362, 66066
363, 66430
364, 66795
365, 67161
366, 67528
367, 67896
368, 68265
369, 68635
370, 69006
371, 69378
372, 69751
373, 70125
374, 70500
375, 70876
376, 71253
377, 71631
378, 72010
379, 72390
380, 72771
381, 73153
382, 73536
383, 73920
384, 74305
385, 74691
386, 75078
387, 75466
388, 75855
389, 76245
390, 76636
391, 77028
392, 77421
393, 77815
394, 78210
395, 78606
396, 79003
397, 79401
398, 79800
399, 80200
400, 80601
401, 81003
402, 81406
403, 81810
404, 82215
405, 82621
406, 83028
407, 83436
408, 83845
409, 84255
410, 84666
411, 85078
412, 85491
413, 85905
414, 86320
415, 86736
416, 87153
417, 87571
418, 87990
419, 88410
420, 88831
421, 89253
422, 89676
423, 90100
424, 90525
425, 90951
426, 91378
427, 91806
428, 92235
429, 92665
430, 93096
431, 93528
432, 93961
433, 94395
434, 94830
435, 95266
436, 95703
437, 96141
438, 96580
439, 97020
440, 97461
441, 97903
442, 98346
443, 98790
444, 99235
445, 99681
446, 100128
447, 100576
448, 101025
449, 101475
450, 101926
451, 102378
452, 102831
453, 103285
454, 103740
455, 104196
456, 104653
457, 105111
458, 105570
459, 106030
460, 106491
461, 106953
462, 107416
463, 107880
464, 108345
465, 108811
466, 109278
467, 109746
468, 110215
469, 110685
470, 111156
471, 111628
472, 112101
473, 112575
474, 113050
475, 113526
476, 114003
477, 114481
478, 114960
479, 115440
480, 115921
481, 116403
482, 116886
483, 117370
484, 117855
485, 118341
486, 118828
487, 119316
488, 119805
489, 120295
490, 120786
491, 121278
492, 121771
493, 122265
494, 122760
495, 123256
496, 123753
497, 124251
498, 124750
499, 125250
500, 125751
501, 126253
502, 126756
503, 127260
504, 127765
505, 128271
506, 128778
507, 129286
508, 129795
509, 130305
510, 130816
511, 131328
512, 131841
513, 132355
514, 132870
515, 133386
516, 133903
517, 134421
518, 134940
519, 135460
520, 135981
521, 136503
522, 137026
523, 137550
524, 138075
525, 138601
526, 139128
527, 139656
528, 140185
529, 140715
530, 141246
531, 141778
532, 142311
533, 142845
534, 143380
535, 143916
536, 144453
537, 144991
538, 145530
539, 146070
540, 146611
541, 147153
542, 147696
543, 148240
544, 148785
545, 149331
546, 149878
547, 150426
548, 150975
549, 151525
550, 152076
551, 152628
552, 153181
553, 153735
554, 154290
555, 154846
556, 155403
557, 155961
558, 156520
559, 157080
560, 157641
561, 158203
562, 158766
563, 159330
564, 159895
565, 160461
566, 161028
567, 161596
568, 162165
569, 162735
570, 163306
571, 163878
572, 164451
573, 165025
574, 165600
575, 166176
576, 166753
577, 167331
578, 167910
579, 168490
580, 169071
581, 169653
582, 170236
583, 170820
584, 171405
585, 171991
586, 172578
587, 173166
588, 173755
589, 174345
590, 174936
591, 175528
592, 176121
593, 176715
594, 177310
595, 177906
596, 178503
597, 179101
598, 179700
599, 180300
600, 180901
601, 181503
602, 182106
603, 182710
604, 183315
605, 183921
606, 184528
607, 185136
608, 185745
609, 186355
610, 186966
611, 187578
612, 188191
613, 188805
614, 189420
615, 190036
616, 190653
617, 191271
618, 191890
619, 192510
620, 193131
621, 193753
622, 194376
623, 195000
624, 195625
625, 196251
626, 196878
627, 197506
628, 198135
629, 198765
630, 199396
631, 200028
632, 200661
633, 201295
634, 201930
635, 202566
636, 203203
637, 203841
638, 204480
639, 205120
640, 205761
641, 206403
642, 207046
643, 207690
644, 208335
645, 208981
646, 209628
647, 210276
648, 210925
649, 211575
650, 212226
651, 212878
652, 213531
653, 214185
654, 214840
655, 215496
656, 216153
657, 216811
658, 217470
659, 218130
660, 218791
661, 219453
662, 220116
663, 220780
664, 221445
665, 222111
666, 222778
667, 223446
668, 224115
669, 224785
670, 225456
671, 226128
672, 226801
673, 227475
674, 228150
675, 228826
676, 229503
677, 230181
678, 230860
679, 231540
680, 232221
681, 232903
682, 233586
683, 234270
684, 234955
685, 235641
686, 236328
687, 237016
688, 237705
689, 238395
690, 239086
691, 239778
692, 240471
693, 241165
694, 241860
695, 242556
696, 243253
697, 243951
698, 244650
699, 245350
700, 246051
701, 246753
702, 247456
703, 248160
704, 248865
705, 249571
706, 250278
707, 250986
708, 251695
709, 252405
710, 253116
711, 253828
712, 254541
713, 255255
714, 255970
715, 256686
716, 257403
717, 258121
718, 258840
719, 259560
720, 260281
721, 261003
722, 261726
723, 262450
724, 263175
725, 263901
726, 264628
727, 265356
728, 266085
729, 266815
730, 267546
731, 268278
732, 269011
733, 269745
734, 270480
735, 271216
736, 271953
737, 272691
738, 273430
739, 274170
740, 274911
741, 275653
742, 276396
743, 277140
744, 277885
745, 278631
746, 279378
747, 280126
748, 280875
749, 281625
750, 282376
751, 283128
752, 283881
753, 284635
754, 285390
755, 286146
756, 286903
757, 287661
758, 288420
759, 289180
760, 289941
761, 290703
